x,y,x_norm,y_norm
-13572216.620559536,12678566.746678991,0.13207547169811323,1.0
-9773954.365252007,12678566.746678991,0.23584905660377362,1.0
-6320988.678608799,12678566.746678991,0.3301886792452831,1.0
-5975692.109944478,12678566.746678991,0.339622641509434,1.0
-5630395.541280158,12678566.746678991,0.34905660377358494,1.0
-5285098.972615836,12678566.746678991,0.3584905660377358,1.0
-4939802.4039515145,12678566.746678991,0.3679245283018869,1.0
-4594505.835287195,12678566.746678991,0.37735849056603776,1.0
-4249209.266622873,12678566.746678991,0.3867924528301888,1.0
-3903912.697958553,12678566.746678991,0.3962264150943397,1.0
-3558616.1292942315,12678566.746678991,0.40566037735849064,1.0
-3213319.5606299117,12678566.746678991,0.41509433962264153,1.0
-2868022.99196559,12678566.746678991,0.42452830188679247,1.0
-2522726.42330127,12678566.746678991,0.43396226415094336,1.0
-2177429.8546369486,12678566.746678991,0.4433962264150944,1.0
6454984.361971073,12678566.746678991,0.679245283018868,1.0
9907950.048614278,12678566.746678991,0.7735849056603774,1.0
10253246.617278598,12678566.746678991,0.7830188679245284,1.0
10598543.185942922,12678566.746678991,0.7924528301886793,1.0
10943839.754607242,12678566.746678991,0.8018867924528302,1.0
11289136.323271561,12678566.746678991,0.8113207547169812,1.0
11634432.891935885,12678566.746678991,0.8207547169811322,1.0
11979729.460600205,12678566.746678991,0.8301886792452831,1.0
-13572216.620559536,12171214.016052911,0.13207547169811323,0.9743589743589746
-13226920.051895214,12171214.016052911,0.14150943396226415,0.9743589743589746
-12881623.483230893,12171214.016052911,0.15094339622641517,0.9743589743589746
-11155140.63990929,12171214.016052911,0.19811320754716985,0.9743589743589746
-10464547.502580648,12171214.016052911,0.21698113207547168,0.9743589743589746
-9773954.365252007,12171214.016052911,0.23584905660377362,0.9743589743589746
-9428657.796587685,12171214.016052911,0.24528301886792464,0.9743589743589746
-9083361.227923365,12171214.016052911,0.2547169811320756,0.9743589743589746
-8738064.659259044,12171214.016052911,0.26415094339622647,0.9743589743589746
-5975692.109944478,12171214.016052911,0.339622641509434,0.9743589743589746
-5630395.541280158,12171214.016052911,0.34905660377358494,0.9743589743589746
-5285098.972615836,12171214.016052911,0.3584905660377358,0.9743589743589746
-4939802.4039515145,12171214.016052911,0.3679245283018869,0.9743589743589746
-4594505.835287195,12171214.016052911,0.37735849056603776,0.9743589743589746
-4249209.266622873,12171214.016052911,0.3867924528301888,0.9743589743589746
-3903912.697958553,12171214.016052911,0.3962264150943397,0.9743589743589746
-3558616.1292942315,12171214.016052911,0.40566037735849064,0.9743589743589746
-3213319.5606299117,12171214.016052911,0.41509433962264153,0.9743589743589746
-2868022.99196559,12171214.016052911,0.42452830188679247,0.9743589743589746
6109687.793306749,12171214.016052911,0.669811320754717,0.9743589743589746
9217356.911285639,12171214.016052911,0.7547169811320755,0.9743589743589746
9562653.479949959,12171214.016052911,0.7641509433962265,0.9743589743589746
9907950.048614278,12171214.016052911,0.7735849056603774,0.9743589743589746
10253246.617278598,12171214.016052911,0.7830188679245284,0.9743589743589746
10598543.185942922,12171214.016052911,0.7924528301886793,0.9743589743589746
10943839.754607242,12171214.016052911,0.8018867924528302,0.9743589743589746
11289136.323271561,12171214.016052911,0.8113207547169812,0.9743589743589746
11634432.891935885,12171214.016052911,0.8207547169811322,0.9743589743589746
11979729.460600205,12171214.016052911,0.8301886792452831,0.9743589743589746
12325026.029264525,12171214.016052911,0.839622641509434,0.9743589743589746
12670322.597928844,12171214.016052911,0.8490566037735849,0.9743589743589746
13015619.166593168,12171214.016052911,0.858490566037736,0.9743589743589746
14051508.872586127,12171214.016052911,0.8867924528301887,0.9743589743589746
-13917513.189223856,11663861.285426829,0.12264150943396232,0.9487179487179488
-13572216.620559536,11663861.285426829,0.13207547169811323,0.9487179487179488
-13226920.051895214,11663861.285426829,0.14150943396226415,0.9487179487179488
-12881623.483230893,11663861.285426829,0.15094339622641517,0.9487179487179488
-12536326.914566573,11663861.285426829,0.16037735849056609,0.9487179487179488
-12191030.345902253,11663861.285426829,0.169811320754717,0.9487179487179488
-11845733.777237931,11663861.285426829,0.17924528301886802,0.9487179487179488
-10809844.07124497,11663861.285426829,0.20754716981132076,0.9487179487179488
-10464547.502580648,11663861.285426829,0.21698113207547168,0.9487179487179488
-9773954.365252007,11663861.285426829,0.23584905660377362,0.9487179487179488
-9428657.796587685,11663861.285426829,0.24528301886792464,0.9487179487179488
-9083361.227923365,11663861.285426829,0.2547169811320756,0.9487179487179488
-8738064.659259044,11663861.285426829,0.26415094339622647,0.9487179487179488
-8392768.090594724,11663861.285426829,0.2735849056603774,0.9487179487179488
-5975692.109944478,11663861.285426829,0.339622641509434,0.9487179487179488
-5630395.541280158,11663861.285426829,0.34905660377358494,0.9487179487179488
-5285098.972615836,11663861.285426829,0.3584905660377358,0.9487179487179488
-4939802.4039515145,11663861.285426829,0.3679245283018869,0.9487179487179488
-4594505.835287195,11663861.285426829,0.37735849056603776,0.9487179487179488
-4249209.266622873,11663861.285426829,0.3867924528301888,0.9487179487179488
-3903912.697958553,11663861.285426829,0.3962264150943397,0.9487179487179488
-3558616.1292942315,11663861.285426829,0.40566037735849064,0.9487179487179488
-3213319.5606299117,11663861.285426829,0.41509433962264153,0.9487179487179488
-2868022.99196559,11663861.285426829,0.42452830188679247,0.9487179487179488
5764391.2246424295,11663861.285426829,0.6603773584905661,0.9487179487179488
6109687.793306749,11663861.285426829,0.669811320754717,0.9487179487179488
7836170.636628356,11663861.285426829,0.7169811320754718,0.9487179487179488
8526763.773956995,11663861.285426829,0.7358490566037736,0.9487179487179488
8872060.342621315,11663861.285426829,0.7452830188679246,0.9487179487179488
9217356.911285639,11663861.285426829,0.7547169811320755,0.9487179487179488
9562653.479949959,11663861.285426829,0.7641509433962265,0.9487179487179488
9907950.048614278,11663861.285426829,0.7735849056603774,0.9487179487179488
10253246.617278598,11663861.285426829,0.7830188679245284,0.9487179487179488
10598543.185942922,11663861.285426829,0.7924528301886793,0.9487179487179488
10943839.754607242,11663861.285426829,0.8018867924528302,0.9487179487179488
11289136.323271561,11663861.285426829,0.8113207547169812,0.9487179487179488
11634432.891935885,11663861.285426829,0.8207547169811322,0.9487179487179488
11979729.460600205,11663861.285426829,0.8301886792452831,0.9487179487179488
12325026.029264525,11663861.285426829,0.839622641509434,0.9487179487179488
12670322.597928844,11663861.285426829,0.8490566037735849,0.9487179487179488
13015619.166593168,11663861.285426829,0.858490566037736,0.9487179487179488
13360915.735257488,11663861.285426829,0.8679245283018868,0.9487179487179488
13706212.303921808,11663861.285426829,0.8773584905660378,0.9487179487179488
14051508.872586127,11663861.285426829,0.8867924528301887,0.9487179487179488
14742102.009914767,11663861.285426829,0.9056603773584905,0.9487179487179488
15777991.715907734,11663861.285426829,0.9339622641509434,0.9487179487179488
16123288.284572054,11663861.285426829,0.9433962264150945,0.9487179487179488
16468584.853236374,11663861.285426829,0.9528301886792452,0.9487179487179488
-17715775.444531385,11156508.554800749,0.018867924528301834,0.9230769230769231
-17370478.875867065,11156508.554800749,0.028301886792452952,0.9230769230769231
-17025182.307202745,11156508.554800749,0.03773584905660367,0.9230769230769231
-16679885.738538422,11156508.554800749,0.04716981132075478,0.9230769230769231
-14262809.757888177,11156508.554800749,0.1132075471698114,0.9230769230769231
-12536326.914566573,11156508.554800749,0.16037735849056609,0.9230769230769231
-12191030.345902253,11156508.554800749,0.169811320754717,0.9230769230769231
-11845733.777237931,11156508.554800749,0.17924528301886802,0.9230769230769231
-11500437.20857361,11156508.554800749,0.18867924528301894,0.9230769230769231
-10464547.502580648,11156508.554800749,0.21698113207547168,0.9230769230769231
-9428657.796587685,11156508.554800749,0.24528301886792464,0.9230769230769231
-9083361.227923365,11156508.554800749,0.2547169811320756,0.9230769230769231
-8738064.659259044,11156508.554800749,0.26415094339622647,0.9230769230769231
-8392768.090594724,11156508.554800749,0.2735849056603774,0.9230769230769231
-8047471.521930402,11156508.554800749,0.2830188679245283,0.9230769230769231
-7702174.953266082,11156508.554800749,0.29245283018867924,0.9230769230769231
-5975692.109944478,11156508.554800749,0.339622641509434,0.9230769230769231
-5630395.541280158,11156508.554800749,0.34905660377358494,0.9230769230769231
-5285098.972615836,11156508.554800749,0.3584905660377358,0.9230769230769231
-4939802.4039515145,11156508.554800749,0.3679245283018869,0.9230769230769231
-4594505.835287195,11156508.554800749,0.37735849056603776,0.9230769230769231
-4249209.266622873,11156508.554800749,0.3867924528301888,0.9230769230769231
-3903912.697958553,11156508.554800749,0.3962264150943397,0.9230769230769231
-3558616.1292942315,11156508.554800749,0.40566037735849064,0.9230769230769231
-3213319.5606299117,11156508.554800749,0.41509433962264153,0.9230769230769231
2656722.1066635437,11156508.554800749,0.5754716981132076,0.9230769230769231
3002018.6753278635,11156508.554800749,0.5849056603773586,0.9230769230769231
3347315.2439921834,11156508.554800749,0.5943396226415095,0.9230769230769231
7490874.067964032,11156508.554800749,0.7075471698113208,0.9230769230769231
7836170.636628356,11156508.554800749,0.7169811320754718,0.9230769230769231
8526763.773956995,11156508.554800749,0.7358490566037736,0.9230769230769231
8872060.342621315,11156508.554800749,0.7452830188679246,0.9230769230769231
9217356.911285639,11156508.554800749,0.7547169811320755,0.9230769230769231
9562653.479949959,11156508.554800749,0.7641509433962265,0.9230769230769231
9907950.048614278,11156508.554800749,0.7735849056603774,0.9230769230769231
10253246.617278598,11156508.554800749,0.7830188679245284,0.9230769230769231
10598543.185942922,11156508.554800749,0.7924528301886793,0.9230769230769231
10943839.754607242,11156508.554800749,0.8018867924528302,0.9230769230769231
11289136.323271561,11156508.554800749,0.8113207547169812,0.9230769230769231
11634432.891935885,11156508.554800749,0.8207547169811322,0.9230769230769231
11979729.460600205,11156508.554800749,0.8301886792452831,0.9230769230769231
12325026.029264525,11156508.554800749,0.839622641509434,0.9230769230769231
12670322.597928844,11156508.554800749,0.8490566037735849,0.9230769230769231
13015619.166593168,11156508.554800749,0.858490566037736,0.9230769230769231
13360915.735257488,11156508.554800749,0.8679245283018868,0.9230769230769231
13706212.303921808,11156508.554800749,0.8773584905660378,0.9230769230769231
14051508.872586127,11156508.554800749,0.8867924528301887,0.9230769230769231
14396805.44125045,11156508.554800749,0.8962264150943398,0.9230769230769231
14742102.009914767,11156508.554800749,0.9056603773584905,0.9230769230769231
15087398.578579094,11156508.554800749,0.9150943396226416,0.9230769230769231
15432695.147243414,11156508.554800749,0.9245283018867927,0.9230769230769231
15777991.715907734,11156508.554800749,0.9339622641509434,0.9230769230769231
16123288.284572054,11156508.554800749,0.9433962264150945,0.9230769230769231
16468584.853236374,11156508.554800749,0.9528301886792452,0.9230769230769231
